ticker,entry,notional,n_ins,csuite,ex20,ex60
VST,2021-03-05,49800.00000000001,1,0,-0.06710613917210573,-0.17082459649950898
VST,2021-05-10,1101381.68,3,1,0.12328219277939079,0.13079463513033196
VST,2021-05-13,32000.0,1,0,0.12582874787937537,0.09858428548204046
VST,2021-05-19,127544.0,1,0,0.0709627886016253,0.02779444317864921
VST,2022-05-12,299993.406,1,1,0.09318905567896041,0.010496294514101168
VST,2022-06-15,745568.0,1,1,-0.054787121824221297,0.01366516294101805
VST,2022-06-17,181142.5,1,0,-0.018216412170354523,0.052578278652090304
VST,2022-06-21,396198.0,1,1,-0.014315360298312818,0.07405948840069532
VST,2022-08-11,199173.6,1,0,0.028330014547457982,0.005643621048368241
VST,2023-03-13,198000.0,1,1,-0.0488339964133464,-0.07319766647464832
VST,2023-03-17,316500.0,1,1,-0.08516384395503918,-0.11725427618421524
VST,2023-03-27,120250.0,1,1,-0.017721725816453038,-0.010418469483510773
VST,2023-06-23,248400.0,1,0,0.07903778804589567,0.29878781312965175
VST,2024-06-11,29969.1,1,0,-0.03209672347891179,-0.1984138284686262
VST,2025-03-14,190125.0,1,0,-0.051146377271188426,0.25136331458251693
WMT,2023-03-17,1000167.9029999999,1,0,0.011184243105260672,-0.005609558693993266
WMT,2024-11-29,499997.26,1,0,0.002917393868850038,0.07994501745958049
XYZ,2023-11-13,27515118.866299998,1,0,-0.11699901807256685,-0.5380405820188616
XYZ,2024-08-08,25001586.762000002,1,0,-0.08097987763504966,-0.4755555403486922
