ticker,horizon,n_obs,win_rate,avg_return_per_bar,annualized_return,annualized_vol,sharpe,turnover,fitness,gross_annualized_return
GM,1,53,0.5,0.0014081149757957294,0.35484497390052383,0.1938390762026283,1.8306163073620365,0.3269230769230769,1.9071895875692804,0.4356751625797692
CI,3,42,0.5714285714285714,0.0037829914808732864,0.31777128439335606,0.15119668321705695,2.101708037716447,0.3902439024390244,1.8965384278360269,0.3497712843933561
NVDA,1,60,0.5263157894736842,0.0015952380582748588,0.40199999068526443,0.3014581752083564,1.3335182912436108,0.23728813559322035,1.7356972947356768,0.4649999906852647
TSLA,5,40,0.5333333333333333,0.008101849214831114,0.40833320042748816,0.34211149939602714,1.1935675975474973,0.20512820512820512,1.6839984079458588,0.4184132004274882
TSM,1,60,0.5483870967741935,0.0016223880329960588,0.40884178431500684,0.3234664936515978,1.2639385912884251,0.2542372881355932,1.602817176862723,0.4760417843150068
DUOL,1,59,0.5526315789473685,0.0018450749116857264,0.46495887774480305,0.44546100663992166,1.0437700961795788,0.20689655172413793,1.564715901726745,0.5162131150329388
ZM,1,60,0.6,0.0015568232992973477,0.3923194714229316,0.31996971980357436,1.2261143700215504,0.2542372881355932,1.5231100731503084,0.4595194714229317
ROST,3,42,0.5294117647058824,0.0019291939837392448,0.16205229463409657,0.08993812691204171,1.801819764298422,0.24390243902439024,1.4686924666464898,0.18205229463409656
VKTX,3,42,0.59375,0.003964909456108993,0.3330523943131555,0.3780638088468948,0.8809422814867538,0.04878048780487805,1.4379663670524616,0.3390523943131555
TJX,1,53,0.5333333333333333,0.0010844073906107487,0.2732706624339087,0.17807235596263735,1.534604632800195,0.3269230769230769,1.4030405431704716,0.35410085111315387
LLY,1,53,0.4444444444444444,0.001745993796533758,0.439990436726507,0.3621448113092313,1.2149571745508296,0.36538461538461536,1.3332373136369151,0.5350847763491485
OPEN,3,42,0.5161290322580645,0.006471232523539065,0.5435835319772815,0.5090522300814244,1.0678344968459006,0.36585365853658536,1.3016175367544633,0.5735835319772815
TSLA,1,60,0.5853658536585366,0.0015804532789038212,0.3982742262837629,0.3516939362502536,1.1324455307081678,0.3050847457627119,1.2938924440106165,0.4780742262837629
GLD,1,48,0.5,0.0010650883792361976,0.2684022715675218,0.2443351433299801,1.0985004772933482,0.2127659574468085,1.2337929163125103,0.32615227156752186
BETR,5,40,0.6363636363636364,0.01599955807511053,0.8063777269855706,1.1701771135864156,0.6891074159826499,0.2564102564102564,1.222048631439656,0.8202377269855707
CRM,5,40,0.5833333333333334,0.006677903782849335,0.33656635065560647,0.3027372385579772,1.1117441391048122,0.28205128205128205,1.2144402608736495,0.35168635065560644
VZ,3,42,0.5,0.0019033206545744856,0.1598789349842568,0.10579413554358229,1.5112268195470444,0.2926829268292683,1.1169316074597087,0.1838789349842568
AI,5,40,0.631578947368421,0.0067363640452808085,0.33951274788215274,0.34256047374850507,0.9911031012042859,0.28205128205128205,1.0873837506305677,0.3533727478821527
