month,close,vintage_date
2003-06,974.5,2003-07-01
2003-07,990.3099975585938,2003-08-01
2003-08,1008.010009765625,2003-08-30
2003-09,995.969970703125,2003-10-01
2003-10,1050.7099609375,2003-11-01
2003-11,1058.199951171875,2003-11-29
2003-12,1111.9200439453125,2004-01-01
2004-01,1131.1300048828125,2004-01-31
2004-02,1144.93994140625,2004-02-28
2004-03,1126.2099609375,2004-04-01
2004-04,1107.300048828125,2004-05-01
2004-05,1120.6800537109375,2004-05-29
2004-06,1140.8399658203125,2004-07-01
2004-07,1101.719970703125,2004-07-31
2004-08,1104.239990234375,2004-09-01
2004-09,1114.5799560546875,2004-10-01
2004-10,1130.199951171875,2004-10-30
2004-11,1173.8199462890625,2004-12-01
2004-12,1211.9200439453125,2005-01-01
2005-01,1181.27001953125,2005-02-01
2005-02,1203.5999755859375,2005-03-01
2005-03,1180.5899658203125,2005-04-01
2005-04,1156.8499755859375,2005-04-30
2005-05,1191.5,2005-06-01
2005-06,1191.3299560546875,2005-07-01
2005-07,1234.1800537109375,2005-07-30
2005-08,1220.3299560546875,2005-09-01
2005-09,1228.81005859375,2005-10-01
2005-10,1207.010009765625,2005-11-01
2005-11,1249.47998046875,2005-12-01
2005-12,1248.2900390625,2005-12-31
2006-01,1280.0799560546875,2006-02-01
2006-02,1280.6600341796875,2006-03-01
2006-03,1294.8699951171875,2006-04-01
2006-04,1310.6099853515625,2006-04-29
2006-05,1270.0899658203125,2006-06-01
2006-06,1270.199951171875,2006-07-01
2006-07,1276.6600341796875,2006-08-01
2006-08,1303.8199462890625,2006-09-01
2006-09,1335.8499755859375,2006-09-30
2006-10,1377.93994140625,2006-11-01
2006-11,1400.6300048828125,2006-12-01
2006-12,1418.300048828125,2006-12-30
2007-01,1438.239990234375,2007-02-01
2007-02,1406.8199462890625,2007-03-01
2007-03,1420.8599853515625,2007-03-31
2007-04,1482.3699951171875,2007-05-01
2007-05,1530.6199951171875,2007-06-01
2007-06,1503.3499755859375,2007-06-30
2007-07,1455.27001953125,2007-08-01
2007-08,1473.989990234375,2007-09-01
2007-09,1526.75,2007-09-29
2007-10,1549.3800048828125,2007-11-01
2007-11,1481.1400146484375,2007-12-01
2007-12,1468.3599853515625,2008-01-01
2008-01,1378.550048828125,2008-02-01
2008-02,1330.6300048828125,2008-03-01
2008-03,1322.699951171875,2008-04-01
2008-04,1385.5899658203125,2008-05-01
2008-05,1400.3800048828125,2008-05-31
2008-06,1280.0,2008-07-01
2008-07,1267.3800048828125,2008-08-01
2008-08,1282.8299560546875,2008-08-30
2008-09,1166.3599853515625,2008-10-01
2008-10,968.75,2008-11-01
2008-11,896.239990234375,2008-11-29
2008-12,903.25,2009-01-01
2009-01,825.8800048828125,2009-01-31
