feature,n_dates,mean_IC,std_IC,IC_IR,t_stat,base,DSR,pass_HLZ,pass_EVT,pass_MAG,is_base_rep,SURVIVOR,ts_mean_IC,ts_std_IC,ts_IC_IR,ts_n_tickers,ts_pass,cs_ts_divergence
vol_surge_eod__ts_delta__w5,575.0,-0.008166080787760393,0.1070928235748556,-0.07625236234482581,-1.8284674153018972,vol_surge_eod,0.28343685025124743,False,False,False,False,False,,,,,False,False
ma_10__ts_min__w10,579.0,0.012334448852008916,0.16232274685504558,0.07598718658342811,1.8284355093622173,ma_10,0.2834229533547545,False,False,False,False,False,,,,,False,False
ma_5__ts_decay_linear__w20,561.0,0.012465221530055984,0.1615347292055654,0.07716744003819158,1.8277446602162095,ma_5,0.28320374706896156,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__ts_mean__w20,571.0,0.009430152314778494,0.12339992672141362,0.07641943204770216,1.826088661170567,vol_10d_self_rank,0.282636220183187,False,False,False,False,False,,,,,False,False
vol_zscore_60d__ts_delta__w10,570.0,0.008348876461032936,0.10918429791325517,0.07646590783288233,1.8255985277718945,vol_zscore_60d,0.2824715354864485,False,False,False,False,False,,,,,False,False
atr__ts_decay_linear__w10,571.0,0.012090504453519443,0.15830634760758028,0.07637409766720249,1.8250053686627141,atr,0.28227053685361303,False,False,False,False,False,,,,,False,False
bb_width__ts_decay_linear__w5,576.0,0.01829909716167547,0.24071448856397729,0.07601992414682558,1.824478179523814,bb_width,0.2820887166338769,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__ts_decay_linear__w5,576.0,0.009530141631135422,0.12541335489101912,0.07598984685017686,1.8237563244042447,vol_10d_self_rank,0.28184524060626936,False,False,False,False,False,,,,,False,False
vol_x_short__ts_argmax__w5,579.0,-0.008652239713147752,0.11416723931432972,-0.07578566115035913,-1.8235863199866065,vol_x_short,0.2817855812878236,False,False,False,False,False,,,,,False,False
bb_upper__ts_min__w20,579.0,0.011945663060913282,0.15780330321128996,0.07569970221040744,1.8215179399712174,bb_upper,0.28108855770284613,False,False,False,False,False,,,,,False,False
bb_width__ts_max__w10,579.0,0.018217128930779584,0.24212746138633018,0.07523776454961036,1.8104026025032909,bb_width,0.2773570665715589,False,False,False,False,False,,,,,False,False
eightk_reg_fd_30d__ts_mean__w5,579.0,-0.006990038068315066,0.0929098745022577,-0.07523460886975161,-1.810326669212833,eightk_reg_fd_30d,0.2773316584272474,False,False,False,False,False,,,,,False,False
eightk_other_events_30d__group_neutralize,579.0,0.0065357780612935465,0.08687833646244524,0.07522908848650385,1.8101938354390177,eightk_other_events_30d,0.27728721345797114,False,False,False,True,False,-0.0079397211319701,0.10091172127490468,-0.0786798702039839,58.0,False,False
ma_10__ts_decay_linear__w20,561.0,0.012295944242385335,0.1610931656186663,0.0763281557921075,1.807865844767303,ma_10,0.2765233228333911,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__scale,579.0,0.009294822836553484,0.1238913167961882,0.07502400553094662,1.8052590434672937,vol_10d_self_rank,0.2756385393040036,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__cs_rank,579.0,0.009294822836553484,0.1238913167961882,0.07502400553094662,1.8052590434672937,vol_10d_self_rank,0.2756385393040036,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__cs_demean,579.0,0.009294822836553484,0.1238913167961882,0.07502400553094662,1.8052590434672937,vol_10d_self_rank,0.2756385393040036,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__cs_zscore,579.0,0.009294822836553484,0.1238913167961882,0.07502400553094662,1.8052590434672937,vol_10d_self_rank,0.2756385393040036,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__signed_power_p05,579.0,0.009294822836553484,0.1238913167961882,0.07502400553094662,1.8052590434672937,vol_10d_self_rank,0.2756385393040036,False,False,False,False,False,,,,,False,False
insider_60d__group_neutralize,579.0,-0.008958797072578543,0.11957015793010281,-0.07492502500344268,-1.8028773325583773,insider_60d,0.27484454936425695,False,False,False,False,False,,,,,False,False
bb_lower__ts_mean__w20,571.0,0.012313191241400318,0.1633358034252559,0.07538574509192014,1.8013880846473707,bb_lower,0.2743549853844832,False,False,False,False,False,,,,,False,False
atr__ts_max__w10,579.0,0.011791004870764104,0.1576931508433408,0.07477182621886856,1.7991909992395498,atr,0.2736178553657915,False,False,False,False,False,,,,,False,False
eightk_material_agreement_30d__ts_delta__w5,561.0,-0.0062953081915519465,0.0830739317590906,-0.07577958642679826,-1.79487273876682,eightk_material_agreement_30d,0.272198857876525,False,False,False,False,False,,,,,False,False
sector_rel_ret__ts_argmax__w5,579.0,0.009190611695767867,0.12350288981413972,0.07441616718117994,1.7906329825136444,sector_rel_ret,0.2707804626123992,False,False,False,False,False,,,,,False,False
ma_50__ts_delta__w5,545.0,0.01521325359929492,0.19892527767271853,0.07647722691293411,1.7853788390085072,ma_50,0.26907410432989487,False,False,False,False,False,,,,,False,False
insider_21d__ts_min__w20,579.0,-0.012184622705185298,0.16432323638502866,-0.07415033304623635,-1.7842363702190467,insider_21d,0.26866927406718377,False,False,False,False,False,,,,,False,False
finbert_mult__group_neutralize,579.0,-0.007242307010008054,0.09769872648027052,-0.07412898070345451,-1.7837225812040065,finbert_mult,0.2685000571150966,False,False,False,True,False,-0.005164927254596349,0.07944805474047864,-0.06501011599928863,49.0,False,False
ma_20__ts_min__w10,579.0,0.01190336771067599,0.1608210317001966,0.07401623770743064,1.7810097120134147,ma_20,0.2676074564184022,False,False,False,False,False,,,,,False,False
atr__ts_std__w5,579.0,0.010960862621923887,0.14856772598653992,0.07377687548988217,1.7752500780824387,atr,0.26571734722038753,False,False,False,False,False,,,,,False,False
premarket_gap__ts_std__w10,576.0,0.018457374773254334,0.24969575371980995,0.07391945797350576,1.7740669913641383,premarket_gap,0.2653323124104031,False,False,False,False,False,,,,,False,False
bb_lower__ts_decay_linear__w10,571.0,0.01219140460991342,0.16440584012539225,0.07415432809816878,1.7719626289850143,bb_lower,0.26464794832204325,False,False,False,False,False,,,,,False,False
analyst_mult__group_neutralize,579.0,-0.007821958101408127,0.10629726712491562,-0.07358569333881486,-1.7706497730904396,analyst_mult,0.2642125464049401,False,False,False,True,False,,,,0.0,False,False
analyst_buy_pct__group_neutralize,579.0,-0.007821958101408127,0.10629726712491562,-0.07358569333881486,-1.7706497730904396,analyst_buy_pct,0.2642125464049401,False,False,False,True,False,,,,0.0,False,False
atr__ts_delta__w5,575.0,0.010429846049544538,0.14137064640758934,0.07377660295528381,1.769100790679382,atr,0.26371001335952915,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__ts_decay_linear__w10,571.0,0.009287060300035973,0.12552101909316765,0.0739880887450625,1.7679902388531665,vol_10d_self_rank,0.26335096826078097,False,False,False,False,False,,,,,False,False
vol_zscore_60d__ts_mean__w5,579.0,0.008913055782171381,0.12143782289895283,0.07339604391284126,1.766086349171598,vol_zscore_60d,0.26272409264002783,False,False,False,False,False,,,,,False,False
bb_lower__ts_max__w20,579.0,0.01183375286763916,0.16129628349827912,0.07336655632096703,1.7653768063856017,bb_lower,0.2624930451980812,False,False,False,False,False,,,,,False,False
intraday_momentum__ts_rank__w5,579.0,-0.00847359147176334,0.11611962991482003,-0.07297294590052666,-1.7559055875927072,intraday_momentum,0.25941889856772987,False,False,False,False,False,,,,,False,False
return_1d__ts_mean__w20,571.0,0.013633297837732922,0.18568448167138285,0.07342184826118427,1.7544595791845585,return_1d,0.25895761525339195,False,False,False,False,False,,,,,False,False
insider_net_shares__ts_argmax__w20,579.0,-0.007035031291996893,0.09651078164692517,-0.07289373448174771,-1.7539995692578476,insider_net_shares,0.2588024943590328,False,False,False,False,False,,,,,False,False
ma_20__ts_rank__w5,579.0,0.011543702959793246,0.15852571593605885,0.07281911891474684,1.7522041382333577,ma_20,0.2582225453394509,False,False,False,False,False,,,,,False,False
rsi_above_70__ts_argmax__w5,562.0,-0.007945598359118318,0.10770682465327637,-0.0737706118873742,-1.7488459012072872,rsi_above_70,0.25715347642560316,False,False,False,False,False,,,,,False,False
volume_spike__ts_mean__w5,579.0,-0.007183635713594245,0.0989088218194333,-0.0726288674907947,-1.747626228787021,volume_spike,0.2567468603107415,False,False,False,False,False,,,,,False,False
eightk_reg_fd_30d__ts_decay_linear__w5,576.0,-0.006767595999796924,0.0930065720717007,-0.07276470736476175,-1.7463529767542818,eightk_reg_fd_30d,0.2563395991148465,False,False,False,False,False,,,,,False,False
post_earnings_drift__ts_decay_linear__w20,561.0,0.005591896809854073,0.07618146312856193,0.0734023288633526,1.7385663507954687,post_earnings_drift,0.25385411520454365,False,False,False,False,False,,,,,False,False
bb_pct__ts_rank__w5,579.0,-0.01087207626677736,0.1509739017585836,-0.07201295151106625,-1.7328058005180698,bb_pct,0.25199968097719816,False,False,False,False,False,,,,,False,False
insider_7d__ts_min__w5,579.0,-0.010398633385362585,0.1444392190556629,-0.07199314322902312,-1.7323291653392248,insider_7d,0.251847778048374,False,False,False,False,False,,,,,False,False
return_3d__ts_argmax__w10,579.0,0.009476911767782576,0.13210966753782336,0.07173518747270567,1.7261221258908388,return_3d,0.24987400951666272,False,False,False,False,False,,,,,False,False
high_52w_ratio__ts_delta__w5,343.0,-0.01639562648501507,0.17604947195410306,-0.09313079047058709,-1.7248063769162625,high_52w_ratio,0.24977340942514115,False,False,False,False,False,,,,,False,False
volume_spike__ts_rank__w20,571.0,-0.007528089862440275,0.10441255993226124,-0.07209946645618308,-1.7228604642062688,volume_spike,0.24884658213223543,False,False,False,False,False,,,,,False,False
volume_zscore__ts_max__w20,579.0,0.007890438686453597,0.11043162771765201,0.07145089545023835,1.7192813721759088,volume_zscore,0.24770824137332376,False,False,False,False,False,,,,,False,False
bb_lower__ts_max__w10,579.0,0.011644189709209772,0.16303424225950772,0.07142174274454123,1.7185798875613671,bb_lower,0.24748671890697804,False,False,False,False,False,,,,,False,False
ma_20__ts_decay_linear__w20,561.0,0.011604743510818043,0.16000478227853507,0.0725274791513206,1.7178451516878295,ma_20,0.24726959959522077,False,False,False,False,False,,,,,False,False
atr__ts_mean__w10,576.0,0.011285576448408944,0.15783276424261264,0.07150338209284177,1.7160811702282024,atr,0.24670090584478555,False,False,False,False,False,,,,,False,False
bb_width__ts_min__w10,579.0,0.017238370497389757,0.24247647018659374,0.0710929620681308,1.7106686292220294,bb_width,0.2449957356607238,False,False,False,False,False,,,,,False,False
ma5_above_ma20__ts_max__w20,579.0,0.0076010886111402215,0.10701349850028116,0.0710292506801864,1.7091355791210048,ma5_above_ma20,0.2445145904973724,False,False,False,False,False,,,,,False,False
high_52w_ratio__ts_rank__w10,344.0,-0.014222830127364446,0.1545338592306838,-0.0920369826921426,-1.707031729926943,high_52w_ratio,0.2441700852596726,False,False,False,False,False,,,,,False,False
eightk_reg_fd_30d__ts_max__w5,579.0,-0.006566815363555191,0.09283765893213734,-0.07073439204617832,-1.7020405671735563,eightk_reg_fd_30d,0.24229445517960158,False,False,False,False,False,,,,,False,False
return_3d__ts_argmax__w5,579.0,0.009891771885610532,0.13985482412685532,0.07072885720865946,1.7019073855950158,return_3d,0.24225288503919584,False,False,False,False,False,,,,,False,False
ma_5__ts_min__w20,579.0,0.01144624728605914,0.16297363100233103,0.07023373791000227,1.6899936176594,ma_5,0.23854985893001696,False,False,False,False,False,,,,,False,False
eightk_filings_30d__ts_argmax__w20,579.0,0.006475959009408573,0.09226868279830287,0.07018588336808561,1.6888421216288338,eightk_filings_30d,0.23819359603544454,False,False,False,False,False,,,,,False,False
vol_zscore_60d__ts_decay_linear__w5,576.0,0.008657887548170954,0.12326295337093628,0.07023917009449464,1.6857400822678712,vol_zscore_60d,0.23723770323354243,False,False,False,False,False,,,,,False,False
insider_7d__ts_max__w20,579.0,-0.007517534752253558,0.10755304583699012,-0.06989606564603766,-1.6818684062162605,insider_7d,0.23604221022414362,False,False,False,False,False,,,,,False,False
eightk_other_events_30d__ts_delta__w20,560.0,-0.006540150364189553,0.09205817777637545,-0.07104366523609298,-1.6811999664821868,eightk_other_events_30d,0.23585221709302806,False,False,False,False,False,,,,,False,False
volume_zscore__ts_decay_linear__w20,561.0,0.008966101577639942,0.12684629461882707,0.07068477328867244,1.6741998551853485,volume_zscore,0.2337036451459364,False,False,False,False,False,,,,,False,False
bb_width__ts_mean__w10,576.0,0.016963998181992925,0.24343171814529296,0.0696868851406944,1.6724852433766657,bb_width,0.23316683372697555,False,False,False,False,False,,,,,False,False
rsi_above_70__ts_min__w10,404.0,0.007951429075400642,0.0957256830613995,0.08306474105074296,1.6695806321211626,rsi_above_70,0.23247729343935042,False,False,False,False,False,,,,,False,False
post_earnings_5d__ts_delta__w5,477.0,-0.0066313612697667555,0.08681390975675612,-0.07638593041538119,-1.6682939022567305,post_earnings_5d,0.23198387871183107,False,False,False,False,False,,,,,False,False
volume_spike__ts_std__w5,579.0,-0.0068039329439147055,0.09827068492731987,-0.06923664925045382,-1.6660012527216728,volume_spike,0.2311872156506548,False,False,False,False,False,,,,,False,False
eightk_filings_30d__ts_decay_linear__w5,576.0,-0.0064958067746786335,0.09357838134545313,-0.06941567786579649,-1.6659762687791155,eightk_filings_30d,0.23118201714160497,False,False,False,False,False,,,,,False,False
volatility_5d__ts_std__w5,579.0,0.01363926075659799,0.1970970043580983,0.06920075117842643,1.6651374582773233,volatility_5d,0.23092451770940337,False,False,False,True,False,0.04927950952895137,0.06770136057716056,0.7278954087309154,149.0,False,False
ma_10__ts_min__w20,579.0,0.01119742033257621,0.16187287375679932,0.06917416162883111,1.664497649398432,ma_10,0.2307300456225596,False,False,False,False,False,,,,,False,False
rsi_14__ts_rank__w10,576.0,-0.010569406909281839,0.15253876309606357,-0.06928997387126835,-1.6629593729104406,rsi_14,0.2302652561390599,False,False,False,False,False,,,,,False,False
ma_20__ts_min__w20,579.0,0.011090552296816429,0.1605374002578678,0.06908391614042529,1.6623261246588004,ma_20,0.23007068386128438,False,False,False,False,False,,,,,False,False
vol_zscore_60d__cs_zscore,579.0,0.00858564814950457,0.12455290514631517,0.06893173739640043,1.6586643359828936,vol_zscore_60d,0.2289612028597287,False,False,False,False,False,,,,,False,False
vol_zscore_60d__scale,579.0,0.00858564814950457,0.12455290514631517,0.06893173739640043,1.6586643359828936,vol_zscore_60d,0.2289612028597287,False,False,False,False,False,,,,,False,False
vol_zscore_60d__cs_rank,579.0,0.00858564814950457,0.12455290514631517,0.06893173739640043,1.6586643359828936,vol_zscore_60d,0.2289612028597287,False,False,False,False,False,,,,,False,False
vol_zscore_60d__cs_demean,579.0,0.00858564814950457,0.12455290514631517,0.06893173739640043,1.6586643359828936,vol_zscore_60d,0.2289612028597287,False,False,False,False,False,,,,,False,False
vol_zscore_60d__signed_power_p05,579.0,0.00858564814950457,0.12455290514631517,0.06893173739640043,1.6586643359828936,vol_zscore_60d,0.2289612028597287,False,False,False,False,False,,,,,False,False
bb_upper__ts_rank__w5,579.0,0.008810505369826986,0.12804787029517886,0.06880634054683463,1.6556469844685493,bb_upper,0.22804923298267382,False,False,False,False,False,,,,,False,False
vol_zscore_60d__ts_decay_linear__w20,561.0,0.008761059151478888,0.12550417387454813,0.06980691463087353,1.653407387877603,vol_zscore_60d,0.2273884327499931,False,False,False,False,False,,,,,False,False
premarket_gap__ts_std__w5,579.0,0.0165590114461675,0.2411184305762246,0.06867584284865653,1.6525068941985026,premarket_gap,0.22710233300523158,False,False,False,False,False,,,,,False,False
insider_net_shares__ts_mean__w20,571.0,-0.010197966812783192,0.14813597009474974,-0.06884193492141333,-1.6450197731718808,insider_net_shares,0.22485996643930545,False,False,False,False,False,,,,,False,False
ma5_above_ma20__ts_mean__w10,576.0,0.01143313976387178,0.16740504265326744,0.06829626863482434,1.639110447235784,ma5_above_ma20,0.22308992646394127,False,False,False,False,False,,,,,False,False
atr__ts_min__w20,579.0,0.010647856681968331,0.15725956179674433,0.06770880295171196,1.6292375751719042,atr,0.22015469137784743,False,False,False,False,False,,,,,False,False
post_earnings_5d__ts_argmax__w5,350.0,-0.0079178625964525,0.0909693074456242,-0.08703883561150892,-1.6283475110100258,post_earnings_5d,0.2201915867000645,False,False,False,False,False,,,,,False,False
post_earnings_3d__ts_argmax__w5,350.0,-0.0079178625964525,0.0909693074456242,-0.08703883561150892,-1.6283475110100258,post_earnings_3d,0.2201915867000645,False,False,False,False,False,,,,,False,False
volume_spike__group_neutralize,569.0,0.007194147166530464,0.10542560301724853,0.06823908956302996,1.6277561957979478,volume_spike,0.2197246092403356,False,False,False,False,False,,,,,False,False
high_52w_ratio__ts_std__w5,347.0,0.017647986353140438,0.20210285811122658,0.08732180493671164,1.6266249946559828,high_52w_ratio,0.21968897937692655,False,False,False,False,False,,,,,False,False
eightk_days_since_last__group_neutralize,579.0,-0.0059878856856713895,0.0886484080393856,-0.06754645478812243,-1.6253310856631642,eightk_days_since_last,0.21900034477109753,False,False,False,False,False,,,,,False,False
volume_zscore__ts_std__w20,571.0,0.0076625229292642235,0.112869375156831,0.06788841453775407,1.6222348254938048,volume_zscore,0.21809431203006097,False,False,False,False,False,,,,,False,False
ma_10__ts_delta__w10,570.0,0.011691312077128235,0.17215708923495168,0.06791072112733329,1.6213462446681852,ma_10,0.21783366900647444,False,False,False,False,False,,,,,False,False
rev_x_low52w__ts_rank__w20,569.0,0.007254910631929092,0.10687910330589934,0.06787959860745434,1.6191809988834132,rev_x_low52w,0.21719813404426397,False,False,False,False,False,,,,,False,False
vol_zscore_60d__ts_mean__w10,576.0,0.008243994967429459,0.12223306062075603,0.06744488705070983,1.618677289217036,vol_zscore_60d,0.21704458412332045,False,False,False,False,False,,,,,False,False
bb_lower__ts_argmax__w20,579.0,-0.009919577482419376,0.14762159766503075,-0.06719597700688731,-1.6168977425001139,bb_lower,0.21652020976009956,False,False,False,False,False,,,,,False,False
eightk_other_events_30d__ts_std__w10,576.0,0.005679411253568332,0.08436744806234481,0.06731756600450249,1.6156215841080597,eightk_other_events_30d,0.2161487102952122,False,False,False,False,False,,,,,False,False
bb_lower__ts_max__w5,579.0,0.010995368796404543,0.1639614353543281,0.06706070102791581,1.6136426752363238,bb_lower,0.21556728958429533,False,False,False,False,False,,,,,False,False
insider_7d__ts_mean__w10,576.0,-0.009902950452453894,0.14739772941664844,-0.06718523067924115,-1.6124455363017876,insider_7d,0.2152198217871779,False,False,False,False,False,,,,,False,False
volatility_10d__ts_delta__w5,575.0,0.008900218361280377,0.132431575106377,0.06720616555478698,1.6115472366431043,volatility_10d,0.21495831857383352,False,False,False,False,False,,,,,False,False
return_60d__cs_demean,539.0,0.014483881120330484,0.20868439959725166,0.06940567262470747,1.6113480209287716,return_60d,0.21493093973624722,False,False,False,False,False,,,,,False,False
return_60d__signed_power_p05,539.0,0.014483881120330484,0.20868439959725166,0.06940567262470747,1.6113480209287716,return_60d,0.21493093973624722,False,False,False,False,False,,,,,False,False
return_60d__scale,539.0,0.014483881120330484,0.20868439959725166,0.06940567262470747,1.6113480209287716,return_60d,0.21493093973624722,False,False,False,False,False,,,,,False,False
return_60d__cs_rank,539.0,0.014483881120330484,0.20868439959725166,0.06940567262470747,1.6113480209287716,return_60d,0.21493093973624722,False,False,False,False,False,,,,,False,False
return_60d__cs_zscore,539.0,0.014483881120330484,0.20868439959725166,0.06940567262470747,1.6113480209287716,return_60d,0.21493093973624722,False,False,False,False,False,,,,,False,False
insider_21d__ts_mean__w20,571.0,-0.011104393391269006,0.16528040780878636,-0.06718517662490117,-1.6054305291995803,insider_21d,0.21318039456713134,False,False,False,False,False,,,,,False,False
bb_pct__ts_argmax__w5,579.0,0.009553788124910688,0.14325143091712012,0.06669244463211087,1.6047815356032589,bb_pct,0.21298551636097507,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__ts_rank__w20,571.0,0.007788995699152879,0.1160234875978383,0.06713292162144935,1.6041818642103765,vol_10d_self_rank,0.21281784822246758,False,False,False,False,False,,,,,False,False
bb_lower__scale,579.0,0.010973411703787546,0.16472204266246016,0.06661774906636929,1.6029841796155642,bb_lower,0.212464044236994,False,False,False,False,False,,,,,False,False
bb_lower__cs_rank,579.0,0.010973411703787546,0.16472204266246016,0.06661774906636929,1.6029841796155642,bb_lower,0.212464044236994,False,False,False,False,False,,,,,False,False
bb_lower__cs_zscore,579.0,0.010973411703787546,0.16472204266246016,0.06661774906636929,1.6029841796155642,bb_lower,0.212464044236994,False,False,False,False,False,,,,,False,False
bb_lower__signed_power_p05,579.0,0.010973411703787546,0.16472204266246016,0.06661774906636929,1.6029841796155642,bb_lower,0.212464044236994,False,False,False,False,False,,,,,False,False
bb_lower__cs_demean,579.0,0.010973411703787546,0.16472204266246016,0.06661774906636929,1.6029841796155642,bb_lower,0.212464044236994,False,False,False,False,False,,,,,False,False
ma_50__signed_power_p05,550.0,0.010910520534991098,0.15968074806972868,0.06832708806090225,1.6024122533184961,ma_50,0.2123223369553755,False,False,False,False,False,,,,,False,False
ma_50__cs_rank,550.0,0.010910494896065284,0.15968074421996356,0.06832692914454262,1.6024085263995078,ma_50,0.21232125689646825,False,False,False,False,False,,,,,False,False
ma_50__cs_demean,550.0,0.010910494896065284,0.15968074421996356,0.06832692914454262,1.6024085263995078,ma_50,0.21232125689646825,False,False,False,False,False,,,,,False,False
ma_50__cs_zscore,550.0,0.010910494896065284,0.15968074421996356,0.06832692914454262,1.6024085263995078,ma_50,0.21232125689646825,False,False,False,False,False,,,,,False,False
ma_50__scale,550.0,0.010910494896065284,0.15968074421996356,0.06832692914454262,1.6024085263995078,ma_50,0.21232125689646825,False,False,False,False,False,,,,,False,False
return_5d__ts_rank__w20,571.0,-0.010249568881312546,0.15292013110364833,-0.06702563493334603,-1.6016181837512267,return_5d,0.21207461693313778,False,False,False,False,False,,,,,False,False
insider_21d__ts_decay_linear__w20,561.0,-0.011043511505041853,0.16337040378521622,-0.06759799357269634,-1.6010881238599766,insider_21d,0.21192938644254167,False,False,False,False,False,,,,,False,False
eightk_other_events_30d__ts_mean__w20,571.0,0.005770335775460829,0.08640323907254248,0.06678379002222552,1.5958391529716827,eightk_other_events_30d,0.21040479318048977,False,False,False,False,False,,,,,False,False
vol_zscore_60d__ts_argmax__w5,579.0,-0.007268470595420685,0.10973487908475728,-0.06623664832953109,-1.5938139740689485,vol_zscore_60d,0.20981507163223279,False,False,False,False,False,,,,,False,False
beta_60d__ts_delta__w5,539.0,-0.011427709990836681,0.16651456350009342,-0.06862889197574763,-1.5933139912297116,beta_60d,0.20970500152318805,False,False,False,False,False,,,,,False,False
eightk_other_events_30d__ts_decay_linear__w20,561.0,0.005782089781752756,0.08620858065334912,0.067070931198867,1.5886044203849012,eightk_other_events_30d,0.20833346227169197,False,False,False,False,False,,,,,False,False
return_5d__ts_decay_linear__w20,561.0,0.012536292638564319,0.18706282792166054,0.06701648199082265,1.5873147670128724,return_5d,0.20796403525924984,False,False,False,False,False,,,,,False,False
insider_7d__ts_argmax__w5,579.0,-0.007451868968067687,0.11302528382947954,-0.06593099097464131,-1.5864591187768053,insider_7d,0.2077045580366883,False,False,False,False,False,,,,,False,False
volume_zscore__ts_mean__w20,571.0,0.008476916584826999,0.12776380294774234,0.06634834271717951,1.5854338756099582,volume_zscore,0.2074177232408202,False,False,False,False,False,,,,,False,False
ma_50__ts_max__w5,550.0,0.010754630672009352,0.15913241723123672,0.06758290271165619,1.5849595598668291,ma_50,0.20729975128148576,False,False,False,False,False,,,,,False,False
ma_50__ts_decay_linear__w10,541.0,0.01092161439316338,0.1603616654898306,0.06810614219927753,1.5841084601283155,ma_50,0.2070645801594192,False,False,False,False,False,,,,,False,False
return_3d__ts_delta__w20,560.0,-0.01222585959535181,0.18275100676616177,-0.06689899996553975,-1.5831192848228464,return_3d,0.20676572932325027,False,False,False,False,False,,,,,False,False
premarket_gap__ts_decay_linear__w5,576.0,-0.011455339005920604,0.1737777384888519,-0.06591948488646883,-1.582067637275252,premarket_gap,0.20645275156013243,False,False,False,False,False,,,,,False,False
vol_zscore_60d__ts_mean__w20,571.0,0.008134730813296681,0.1228961052965911,0.06619193337058764,1.5816963794436134,vol_zscore_60d,0.20635092456273396,False,False,False,False,False,,,,,False,False
post_earnings_drift__ts_decay_linear__w5,576.0,0.005059319999293885,0.07679193159282334,0.06588348403736088,1.5812036168966612,post_earnings_drift,0.20620652177365434,False,False,False,False,False,,,,,False,False
post_earnings_drift__ts_mean__w10,576.0,0.005059319999293885,0.07679193159282334,0.06588348403736088,1.5812036168966612,post_earnings_drift,0.20620652177365434,False,False,False,False,False,,,,,False,False
post_earnings_drift__ts_mean__w5,579.0,0.0050185174932538285,0.07656585149069724,0.06554511437600324,1.577173994443282,post_earnings_drift,0.20505808859881358,False,False,False,False,False,,,,,False,False
rsi_14__ts_std__w5,579.0,0.008289386017610324,0.1265923917780223,0.06548091793814613,1.575629272868104,rsi_14,0.20461975606689903,False,False,False,False,False,,,,,False,False
vol_zscore_60d__ts_max__w10,579.0,0.00801494043126645,0.12240649102733146,0.06547806708613874,1.5755606744730768,vol_zscore_60d,0.2046003033876625,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__ts_min__w10,579.0,0.0073881461116823656,0.11284006175222915,0.06547449546691173,1.5754747326753316,vol_10d_self_rank,0.20457593413004538,False,False,False,False,False,,,,,False,False
bb_pct__ts_decay_linear__w10,571.0,0.011251549498074106,0.17069086328800373,0.0659177022210589,1.5751434598618295,bb_pct,0.20448836359410855,False,False,False,False,False,,,,,False,False
volume_spike__ts_max__w20,579.0,0.0064651912198779495,0.09877035964457168,0.06545679537001939,1.5750488255305581,volume_spike,0.20445519130344164,False,False,False,False,False,,,,,False,False
bb_width__ts_std__w20,571.0,0.012559161507264539,0.1906882451150343,0.0658622743089807,1.5738189762972934,bb_width,0.20411311682541672,False,False,False,False,False,,,,,False,False
ma_50__ts_decay_linear__w5,546.0,0.010783387805296436,0.16013606616117823,0.0673389078662821,1.573484212787819,ma_50,0.2040393611219849,False,False,False,False,False,,,,,False,False
bb_width__ts_max__w20,579.0,0.01601794660038717,0.2450231237139093,0.06537320379234833,1.5730374099778905,bb_width,0.2038855357557034,False,False,False,False,False,,,,,False,False
volume_spike__ts_max__w5,579.0,-0.006443319283824241,0.0985938261974124,-0.06535215776009053,-1.572530991534972,volume_spike,0.20374226118250371,False,False,False,False,False,,,,,False,False
vol_x_short__ts_delta__w20,560.0,0.008722084388902382,0.13145032749618185,0.06635270185352507,1.5701915119587044,vol_x_short,0.20309650632278048,False,False,False,False,False,,,,,False,False
atr__ts_max__w20,579.0,0.01023497580555298,0.1570285628015025,0.06517907075600547,1.5683660995484687,atr,0.2025662138452583,False,False,False,False,False,,,,,False,False
insider_21d__ts_std__w20,571.0,0.01039474846572986,0.15838256986514782,0.06563063394273937,1.5682837893045576,insider_21d,0.20254934607588515,False,False,False,False,False,,,,,False,False
post_earnings_drift__ts_max__w10,579.0,0.004983634351615947,0.07647420687146321,0.06516751929173153,1.5680881433769975,post_earnings_drift,0.20248787127214113,False,False,False,False,False,,,,,False,False
post_earnings_drift__ts_max__w5,579.0,0.004983634351615947,0.07647420687146321,0.06516751929173153,1.5680881433769975,post_earnings_drift,0.20248787127214113,False,False,False,False,False,,,,,False,False
post_earnings_drift__scale,579.0,0.004983634351615947,0.07647420687146321,0.06516751929173153,1.5680881433769975,post_earnings_drift,0.20248787127214113,False,False,False,False,False,,,,,False,False
post_earnings_drift__cs_zscore,579.0,0.004983634351615947,0.07647420687146321,0.06516751929173153,1.5680881433769975,post_earnings_drift,0.20248787127214113,False,False,False,False,False,,,,,False,False
post_earnings_drift__signed_power_p05,579.0,0.004983634351615947,0.07647420687146321,0.06516751929173153,1.5680881433769975,post_earnings_drift,0.20248787127214113,False,False,False,False,False,,,,,False,False
